"X","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","DEG_status","Segment","Gene_Name","PID","X.OG"
46,"AT1G15010",165.361588014824,2.05980869469827,0.453862883029612,-4.53839424133716,5.6684212014208e-06,0.000671415707150381,"UP in weep","Segment.2",NA,NA,NA
47,"AT1G15040",1302.88378472569,2.28617321785298,0.355875805829088,-6.42407598495452,1.32672923130543e-10,2.01804992718923e-07,"UP in weep","Segment.1",NA,NA,NA
48,"AT1G15040",1302.88378472569,2.01096080003087,0.354716050444359,-5.66921287466892,1.43455038815575e-08,6.23799890785648e-06,"UP in weep","Segment.2",NA,NA,NA
49,"AT1G15050",14.1389379383001,1.85478752011426,0.559044423428674,-3.31778199080972,0.000907352743180565,0.0486165664872266,"UP in weep","Segment.1",NA,NA,NA
50,"AT1G15050",14.1389379383001,2.75599517116655,0.678365939793237,-4.06269685651754,4.85090085934752e-05,0.00340220278980432,"UP in weep","Segment.2",NA,NA,NA
51,"AT1G16070",228.397021581001,-1.18697110688668,0.350899230289543,3.38265520248437,0.000717887011912508,0.043019675642487,"DOWN in weep","Segment.1",NA,NA,NA
52,"AT1G16410",35.4681774308674,-1.44423814183194,0.410559928101857,3.51772796850656,0.000435258308831194,0.0160941941336868,"DOWN in weep","Segment.2",NA,NA,NA
53,"AT1G16530",166.262040708231,-2.39536258962209,0.582104854569249,4.11500191214628,3.87176205090696e-05,0.0059397390253603,"DOWN in weep","Segment.1",NA,NA,NA
54,"AT1G16905",130.23462972153,-4.46371624927847,1.32786435466946,3.36157547537271,0.000774991732358451,0.024281685353073,"DOWN in weep","Segment.2",NA,NA,NA
55,"AT1G17380",85.7144639105882,2.08880267982143,0.606766476468564,-3.44251497211653,0.000576331961041889,0.0375582473214648,"UP in weep","Segment.1","JAZ5","AT1G17380.1.Araport11.447","OG0012517"
56,"AT1G17600",8.90539902910462,3.71654253469628,1.14089892972539,-3.25755633375067,0.00112375950778268,0.0313240759207833,"UP in weep","Segment.2",NA,NA,NA
57,"AT1G17710",10.793174838558,5.59726865199484,1.41334905288577,-3.96028754578803,7.48595681347371e-05,0.00921465030883946,"UP in weep","Segment.1",NA,NA,NA
58,"AT1G18570",1419.26123368938,1.3674099138126,0.359821928082431,-3.80024063875101,0.000144555644586786,0.0150831257792602,"UP in weep","Segment.1",NA,NA,NA
59,"AT1G18570",1419.26123368938,1.17062014061082,0.358801882156237,-3.26258082476025,0.00110402685746239,0.0309725831418675,"UP in weep","Segment.2",NA,NA,NA
60,"AT1G18670",1081.68089160188,-1.11107283067238,0.234508494874213,4.73787881871119,2.15966886631698e-06,0.00074177658884226,"DOWN in weep","Segment.1",NA,NA,NA
61,"AT1G19210",62.1319833414056,4.30859597662735,1.29182463597453,-3.33527930699124,0.000852137627281936,0.0470189831868295,"UP in weep","Segment.1",NA,NA,NA
62,"AT1G19210",62.1319833414056,4.27985022563281,1.29196080733725,-3.31267806370507,0.000924072816078605,0.0275335673069562,"UP in weep","Segment.2",NA,NA,NA
63,"AT1G19380",547.268818482346,1.93954023560639,0.408137587823163,-4.75217253561744,2.01242530730145e-06,0.000308812490998043,"UP in weep","Segment.2",NA,NA,NA
64,"AT1G19530",1676.46418745844,4.01686570062429,0.411166573456671,-9.76943642780726,1.52296867961425e-22,6.62247700643459e-19,"UP in weep","Segment.2",NA,NA,NA
65,"AT1G19530",1676.46418745844,2.19457933287794,0.585189360003328,-3.75020375091143,0.000176690941897112,0.0324855584862469,"UP in weep","Segment.3",NA,NA,NA
66,"AT1G19540",186.055237193793,1.98143502030006,0.212913868320173,-9.30627504884014,1.32394146750173e-20,4.79752256440376e-17,"UP in weep","Segment.2",NA,NA,NA
67,"AT1G19610",9.67787245060568,7.2457497883577,1.67336629039428,-4.33004407340514,1.49079501517695e-05,0.00138516518034091,"UP in weep","Segment.2",NA,NA,NA
68,"AT1G19960",1594.64364502309,1.80842334126337,0.423245442652504,-4.27275325147006,1.93074073230938e-05,0.0065262101419886,"UP in weep","Segment.3",NA,NA,NA
69,"AT1G20190",2810.93197460066,-2.31990239226353,0.547479373668869,4.23742428270306,2.26098631213727e-05,0.00190536296118172,"DOWN in weep","Segment.2",NA,NA,NA
70,"AT1G20310",23.137074592899,3.73663702825229,1.09650307168541,-3.40777616109072,0.000654945969495209,0.0218737868951841,"UP in weep","Segment.2",NA,NA,NA
71,"AT1G21100",8288.66015055694,1.16285536797618,0.235688071961411,-4.93387449903096,8.06142491528775e-07,0.000148535169922192,"UP in weep","Segment.2",NA,NA,NA
72,"AT1G21250",84.1682308077694,5.96629257288015,1.19179834280057,-5.00612591796374,5.55364344726264e-07,0.000112013762696381,"UP in weep","Segment.2",NA,NA,NA
73,"AT1G21270",10.7473801194862,5.57387218064698,1.5895775540696,-3.50651163032397,0.000454021594702954,0.0166464376256857,"UP in weep","Segment.2",NA,NA,NA
74,"AT1G21400",57.2558899445177,1.94763574240004,0.544631746183916,-3.57605989009379,0.000348811773622899,0.027308627644484,"UP in weep","Segment.1",NA,NA,NA
75,"AT1G21520",369.150681534161,2.46076944801207,0.668887611507949,-3.67889822695996,0.000234243713357159,0.0103095684530594,"UP in weep","Segment.2",NA,NA,NA
76,"AT1G22480",28.5085193021028,6.08125641758827,1.31655851773543,-4.61905516212712,3.85491373826437e-06,0.00112452586378548,"UP in weep","Segment.1",NA,NA,NA
77,"AT1G22810",9.68834190894946,5.62682194672339,1.5406068996818,-3.65234113120328,0.000259860363014133,0.0111862301574588,"UP in weep","Segment.2",NA,NA,NA
78,"AT1G22890",196.816472545249,1.96068161327159,0.41933237483542,-4.67572200701441,2.92921190935647e-06,0.0014506411072034,"UP in weep","Segment.3",NA,NA,NA
79,"AT1G22990",134.041316557408,-1.07354277715001,0.276418720643671,3.88375568286457,0.000102855262910615,0.011839474722603,"DOWN in weep","Segment.1",NA,NA,NA
80,"AT1G22990",134.041316557408,-4.69576948071688,1.2676430870243,3.70433091836586,0.000211949424035626,0.0364006346477475,"DOWN in weep","Segment.3",NA,NA,NA
81,"AT1G23060",482.485227054161,-1.97138571397827,0.507129157603592,3.88734444553324,0.000101346893324222,0.00576828312736971,"DOWN in weep","Segment.2",NA,NA,NA
82,"AT1G23710",1243.670961345,1.15233851593337,0.303547191963374,-3.79624172597323,0.000146906260422237,0.0287006313366196,"UP in weep","Segment.3",NA,NA,NA
83,"AT1G23840",39.9613646662168,2.70471879687646,0.513695349390636,-5.26521955101383,1.40021919432776e-07,3.853666728293e-05,"UP in weep","Segment.2",NA,NA,NA
84,"AT1G24130",157.597074546895,-1.32796841422291,0.355697374961323,3.73342202586485,0.000188895690848579,0.00911914524492287,"DOWN in weep","Segment.2",NA,NA,NA
85,"AT1G24575",104.619815468204,1.68110727483439,0.45198943311398,-3.71935083360778,0.000199735462435747,0.00933902886941508,"UP in weep","Segment.2",NA,NA,NA
86,"AT1G24735",117.835168003417,-1.17686773223591,0.323635581094787,3.63639785296423,0.000276477205887997,0.0429750518203277,"DOWN in weep","Segment.3",NA,NA,NA
87,"AT1G25400",1090.67055585706,1.23853840520104,0.288473999548007,-4.29341433592501,1.75946218650686e-05,0.00155504987231838,"UP in weep","Segment.2",NA,NA,NA
88,"AT1G26730",187.972923853439,1.66762014613602,0.356090025179551,-4.68314198156816,2.82510681872167e-06,0.000407959919391195,"UP in weep","Segment.2",NA,NA,NA
89,"AT1G26762",5.52916264459755,-5.37763860357174,1.75830150128666,3.05842803389326,0.00222501514557889,0.0497698346658193,"DOWN in weep","Segment.2",NA,NA,NA
90,"AT1G26960",1075.50617913345,-1.22185557011695,0.242477441776646,5.03904842101742,4.67852120380933e-07,9.97258902090417e-05,"DOWN in weep","Segment.2",NA,NA,NA
91,"AT1G27140",861.861044706651,-2.54532714363811,0.499804942259875,5.09264100536777,3.53109917975465e-07,8.25517831894899e-05,"DOWN in weep","Segment.2",NA,NA,NA
92,"AT1G28330",3339.56947076571,1.13835515621593,0.257125069823059,-4.42724296389803,9.54452035507882e-06,0.000983492708815752,"UP in weep","Segment.2",NA,NA,NA
93,"AT1G28330",3339.56947076571,1.23741135414982,0.261925171842403,-4.7242933752635,2.30916861249602e-06,0.00126086527187443,"UP in weep","Segment.3",NA,NA,NA
94,"AT1G28370",272.934388355201,2.18625682826164,0.592933895988415,-3.68718476554148,0.00022674872270592,0.0101023990349838,"UP in weep","Segment.2",NA,NA,NA
95,"AT1G28480",346.841773718138,2.3323339607719,0.439505971706071,-5.30671733928498,1.11617056991759e-07,0.000117572085695099,"UP in weep","Segment.3",NA,NA,NA
96,"AT1G29240",86.4785070117682,-1.16789399956112,0.310937396825301,3.75604224993656,0.000172621564019838,0.0166126063340685,"DOWN in weep","Segment.1",NA,NA,NA
97,"AT1G29660",127.263283834518,6.12107827929386,1.3039245654259,-4.69434999661542,2.67455780347813e-06,0.000394518866705082,"UP in weep","Segment.2",NA,NA,NA
98,"AT1G30040",250.609618052507,1.54687691604978,0.42913205667285,-3.60466409347985,0.00031255691828411,0.012584467624691,"UP in weep","Segment.2",NA,NA,NA
99,"AT1G30370",1532.59743876569,1.54204167724115,0.411237161409876,-3.74976247757972,0.00017700214377823,0.0169025141334413,"UP in weep","Segment.1",NA,NA,NA
100,"AT1G30515",14.3305006663434,-2.37333385378111,0.707952306081265,3.35239229167604,0.00080116408381097,0.0454954377726789,"DOWN in weep","Segment.1",NA,NA,NA
101,"AT1G30730",1913.90409441755,1.06945805075569,0.248477936271495,-4.30403627301206,1.6771418599826e-05,0.00151144300355722,"UP in weep","Segment.2",NA,NA,NA
102,"AT1G30760",2039.43537082718,1.14394404375013,0.240700267095897,-4.75256657398876,2.008506042181e-06,0.000308812490998043,"UP in weep","Segment.2",NA,NA,NA
103,"AT1G31290",42.3221606436426,3.00875367101437,0.601617349733442,-5.0011085490594,5.70016059544027e-07,0.000112013762696381,"UP in weep","Segment.2",NA,NA,NA
104,"AT1G31320",315.690803401721,-1.15607677779456,0.307858227616977,3.75522456145916,0.000173186128488528,0.0166126063340685,"DOWN in weep","Segment.1",NA,NA,NA
105,"AT1G32510",50.7121297086196,2.02345764636398,0.632304863351388,-3.20012981655574,0.00137365701614574,0.0362012737515644,"UP in weep","Segment.2",NA,NA,NA
106,"AT1G32920",2086.21925436962,1.0282526167974,0.317944534664102,-3.23406287792842,0.00122042583347385,0.0330219653877299,"UP in weep","Segment.2",NA,NA,NA
107,"AT1G32928",361.749052633095,1.14913763594104,0.322299725285643,-3.56543163331149,0.000363257848904937,0.0499069412414879,"UP in weep","Segment.3",NA,NA,NA
108,"AT1G32960",73.6807546442279,2.3317890937872,0.712676153868978,-3.27187752968635,0.0010683584430485,0.0303775231940428,"UP in weep","Segment.2",NA,NA,NA
109,"AT1G33440",124.793708379188,-2.1048773230941,0.254801834802573,8.26084052622704,1.44650235668493e-16,6.16065353712111e-13,"DOWN in weep","Segment.1",NA,NA,NA
110,"AT1G33610",156.788767989449,1.51479343204451,0.346173294950961,-4.37582405730948,1.20974567428911e-05,0.00115869120926845,"UP in weep","Segment.2",NA,NA,NA
111,"AT1G33670",20.6161741344122,-4.89983653368426,1.4501877163846,3.37876019657637,0.000728134918406215,0.0233642628116664,"DOWN in weep","Segment.2",NA,NA,NA
112,"AT1G34440",4.04065992223885,-6.40829516648708,1.69743876809035,3.77527324517073,0.000159832362385663,0.0159048138177696,"DOWN in weep","Segment.1",NA,NA,NA
113,"AT1G34540",106.840085984796,3.17913920301306,0.892099237189476,-3.56366093645458,0.000365718297085697,0.0141737027009576,"UP in weep","Segment.2",NA,NA,NA
114,"AT1G35210",237.089732463967,2.31089798186673,0.755187283798238,-3.06003296327237,0.00221312631970503,0.0496059715907492,"UP in weep","Segment.2",NA,NA,NA
115,"AT1G35230",82.0576423685788,2.37052711964833,0.559140890024645,-4.23958820029035,2.23930197694278e-05,0.00190183217119882,"UP in weep","Segment.2",NA,NA,NA
116,"AT1G35910",124.207820492149,1.1184141097185,0.324255832112843,-3.44917191598665,0.0005623085803694,0.0197827073695655,"UP in weep","Segment.2",NA,NA,NA
117,"AT1G43910",963.23672149789,1.07123622784359,0.257912159432933,-4.15349253094114,3.2743890543857e-05,0.00251561013499837,"UP in weep","Segment.2",NA,NA,NA
118,"AT1G44575",314.831395694627,-1.30906629667952,0.245832565263499,5.32503208139403,1.00935223556762e-07,7.16471861880414e-05,"DOWN in weep","Segment.1",NA,NA,NA
119,"AT1G44830",116.047233172005,2.86671591936058,0.865083028205759,-3.31380437009191,0.000920358760721742,0.0274868683730936,"UP in weep","Segment.2",NA,NA,NA
120,"AT1G45010",19.944966604852,4.60491851446156,1.49044903736843,-3.08961822847168,0.00200413923572757,0.0462568951838522,"UP in weep","Segment.2",NA,NA,NA
121,"AT1G47600",3155.60693441068,-4.85882580909724,1.19760497495506,4.05711892544498,4.96817872913368e-05,0.00345105884756627,"DOWN in weep","Segment.2",NA,NA,NA
122,"AT1G47620",79.0711803720388,4.14206118725983,1.31091890237671,-3.15966241675991,0.00157952036095989,0.0397936636013787,"UP in weep","Segment.2",NA,NA,NA
123,"AT1G48470",68.1420904929386,1.24159590342025,0.316447843393003,-3.92354041698518,8.72571187976009e-05,0.00521193482664131,"UP in weep","Segment.2",NA,NA,NA
124,"AT1G48800",25.4152679896918,-2.54873881504516,0.745836805484028,3.4172875303346,0.000632484416332563,0.039730842612985,"DOWN in weep","Segment.1",NA,NA,NA
125,"AT1G49450",196.617430190416,-1.35344372970745,0.430822239784642,3.14153635704602,0.00168063941114109,0.041149169005664,"DOWN in weep","Segment.2",NA,NA,NA
126,"AT1G49580",2702.11610939027,-1.02308073724773,0.291143560798284,3.51400777830207,0.000441399887513751,0.0162817438299198,"DOWN in weep","Segment.2",NA,NA,NA
127,"AT1G49720",606.89598674629,1.30027335685744,0.348963525284847,-3.72610104679585,0.000194464472365646,0.00923771806514823,"UP in weep","Segment.2",NA,NA,NA
128,"AT1G49750",28.3873903656606,1.91400687878807,0.532858507465484,-3.59196081506131,0.000328199207667914,0.0130650812617636,"UP in weep","Segment.2",NA,NA,NA
129,"AT1G50310",11.7738173043252,2.97818680037584,0.889274215400438,-3.34900838099165,0.000811013424145767,0.045631298235758,"UP in weep","Segment.1",NA,NA,NA
130,"AT1G50745",282.727868313448,2.93915545189367,0.861517859637963,-3.41160130229778,0.000645824990316108,0.0400957526786633,"UP in weep","Segment.1",NA,NA,NA
131,"AT1G51260",198.795864936383,-2.69898275939029,0.708838250189387,3.80761444330802,0.000140313809966931,0.00745893118900001,"DOWN in weep","Segment.2",NA,NA,NA
132,"AT1G51470",2811.58324075333,-6.38574516822699,1.12388414777465,5.68185357972268,1.33242711513277e-08,5.91216945657484e-06,"DOWN in weep","Segment.2",NA,NA,NA
133,"AT1G51500",508.34006741688,2.4884094847266,0.616178741739971,-4.03845396824273,5.3804648920623e-05,0.0133229069623798,"UP in weep","Segment.3","ABCG12","AT1G51500.1.Araport11.447","OG0004499"
134,"AT1G51530",4.4969464306188,5.97837081031956,1.59709246925343,-3.74328407741737,0.000181630686077751,0.0327781818646247,"UP in weep","Segment.3",NA,NA,NA
135,"AT1G52050",2173.74360155451,-3.21586118839668,0.766354214009094,4.19631174411278,2.71296763523652e-05,0.00216857876196002,"DOWN in weep","Segment.2",NA,NA,NA
136,"AT1G52060",2871.70122591164,-4.11848806963057,1.13292245484743,3.63527799454307,0.000277681035873157,0.0117002734146399,"DOWN in weep","Segment.2",NA,NA,NA
137,"AT1G52070",10107.6887508211,-1.98038768757448,0.63225879335516,3.13224222167841,0.00173476689800773,0.0418151905725987,"DOWN in weep","Segment.2",NA,NA,NA
138,"AT1G52560",36.2919594926533,-2.43885702631497,0.57658977754251,4.22979581204101,2.33903520936625e-05,0.00425724399858583,"DOWN in weep","Segment.1",NA,NA,NA
139,"AT1G52700",21.0004108034358,2.44534702404392,0.632054666313397,-3.8688853264971,0.000109334045035715,0.00607964400809851,"UP in weep","Segment.2",NA,NA,NA
140,"AT1G53130",98.0867677770785,-5.05849507266242,1.27867860368087,3.956033250342,7.62045590847387e-05,0.00472034052313501,"DOWN in weep","Segment.2",NA,NA,NA
141,"AT1G55240",351.706242578515,-1.53241110487207,0.305366786774926,5.01826384282436,5.2140536369552e-07,0.00026436493380705,"DOWN in weep","Segment.1",NA,NA,NA
142,"AT1G56240",171.225065099611,2.84355118164714,0.837569340358054,-3.39500390550535,0.000686276216004949,0.0224714118800897,"UP in weep","Segment.2",NA,NA,NA
143,"AT1G56250",78.3808813056689,2.94207713573123,0.838554612673083,-3.5085098707557,0.000450624512174466,0.0165497941616508,"UP in weep","Segment.2",NA,NA,NA
144,"AT1G57590",1483.73784856421,-1.42502750290609,0.247640472321074,5.75442087292781,8.69393145098378e-09,4.39589436296022e-06,"DOWN in weep","Segment.2",NA,NA,NA
145,"AT1G57990",3570.95696953318,1.06245288092524,0.30171420905699,-3.52138828411808,0.00042929351222353,0.0159278149193925,"UP in weep","Segment.2",NA,NA,NA
146,"AT1G58225",4.23386806260761,6.77430660485818,2.10090884463558,-3.2244647939655,0.00126208373844402,0.033876820544753,"UP in weep","Segment.2",NA,NA,NA
147,"AT1G59725",227.752196664068,1.22947791915714,0.358701032076963,-3.42758400230458,0.000608977862435837,0.0207855520958869,"UP in weep","Segment.2",NA,NA,NA
148,"AT1G60030",98.1653682279301,1.55616849479296,0.493421862610185,-3.15382963892374,0.00161143124845067,0.0401785988575854,"UP in weep","Segment.2",NA,NA,NA
149,"AT1G60095",515.803549743484,-1.03928347997933,0.28444003642366,3.65378760685914,0.000258400043326309,0.0410643949450279,"DOWN in weep","Segment.3","JAL16","AT1G60095.1.Araport11.447","OG0011999"
150,"AT1G61340",519.827167580858,2.08515895932317,0.667684032289827,-3.12297263148874,0.00179034395267269,0.0427754485923183,"UP in weep","Segment.2",NA,NA,NA
151,"AT1G61470",62.4655893466123,2.46112403255118,0.7296138242784,-3.37318722679806,0.000743034098971387,0.0236376408451157,"UP in weep","Segment.2",NA,NA,NA
152,"AT1G62540",13.6549685145701,-3.09220899702467,0.809303574984848,3.82082705748898,0.000133004897431304,0.014161696453998,"DOWN in weep","Segment.1",NA,NA,NA
153,"AT1G62560",263.03586950602,-1.05482793850198,0.218481371395366,4.82799943887737,1.37911482195781e-06,0.000223766525813483,"DOWN in weep","Segment.2",NA,NA,NA
154,"AT1G62770",1165.67348678166,-1.45893260511835,0.238947282071788,6.10566729392654,1.023720615504e-09,1.36250815669735e-06,"DOWN in weep","Segment.1",NA,NA,NA
155,"AT1G64065",193.203860616806,1.04292838828123,0.334327335345561,-3.11948284815914,0.00181168808162997,0.0431431788289143,"UP in weep","Segment.2",NA,NA,NA
156,"AT1G64390",4471.49476244783,-1.32511326349133,0.196034528438276,6.75959114982421,1.38381679403122e-11,2.94683786288948e-08,"DOWN in weep","Segment.1",NA,NA,NA
157,"AT1G64660",784.032929312374,1.3701087863523,0.180304956759234,-7.59884149043026,2.98793486754912e-14,7.95350912555731e-11,"UP in weep","Segment.1",NA,NA,NA
158,"AT1G64780",3077.2867295106,-1.65001392119611,0.381050634621884,4.33016972359438,1.48994460140817e-05,0.00138516518034091,"DOWN in weep","Segment.2",NA,NA,NA
159,"AT1G64920",569.311688053488,-1.74763708788391,0.343891644673237,5.0819411141684,3.73597240873204e-07,8.43446028575676e-05,"DOWN in weep","Segment.2",NA,NA,NA
160,"AT1G65484",66.4509963833117,-1.09075100145076,0.298842273698875,3.64992204064759,0.000262319911203497,0.0230830682193325,"DOWN in weep","Segment.1",NA,NA,NA
161,"AT1G65486",118.584403815542,-1.55908068821204,0.477443214263786,3.26547878707655,0.00109279190293783,0.0308164481889419,"DOWN in weep","Segment.2",NA,NA,NA
162,"AT1G65500",363.330382589345,1.82461108472588,0.521625127990973,-3.4979355610289,0.000468874404764994,0.0170472697464891,"UP in weep","Segment.2",NA,NA,NA
163,"AT1G65970",3677.43284207118,1.38951314367241,0.371181634704421,-3.74348570553311,0.000181484931575498,0.0172532215084832,"UP in weep","Segment.1",NA,NA,NA
